Title,Partner,Description,Rating_Reviews,Details,URL,Page
"Auditing Generative AI: Strategy, Analysis & Risk Mitigation",ISACA,,50 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/auditing-generative-ai-strategy-analysis--risk-mitigation,289
CCNA Foundations – Networking Basics and Cisco IOS Essentials,Packt,,83 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-fundamentals-of-networking-and-cisco-devices-gvjwp,289
Philosophy of Science,University of Pennsylvania,,254 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/philosophy-of-science,290
GenAI for Risk Management Essentials,Coursera,,8 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/genai-for-risk-management-essentials,290
Notion for Beginners: Intro to AI Marketing Template Mastery,Coursera,,22 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/notion-for-beginners-intro-to-ai-marketing-template-mastery,290
Credit Risk Analysis and Underwriting,Starweaver,,7 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/credit-risk-analysis-and-underwriting,290
Introduction to Abnormal Psychology,Wesleyan University,,497 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/intro-abnormal-psych,290
Introduction to Psychology,O.P. Jindal Global University,,16 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/intro-to-psych,290
Global Health Policy,The University of Tokyo,,294 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/global-health-policy,290
"Plagues, Witches, and War: The Worlds of Historical Fiction",University of Virginia,,630 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/historical-fiction,290
Artificial Intelligence and legal issues,Politecnico di Milano,,136 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/artificial-intelligence-and-legal-issues,290
Introduction to Data Analysis using Microsoft Excel,Coursera,,4.7K reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/introduction-data-analysis-microsoft-excel,290
Get Started with Microsoft Teams,Coursera,,55 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/get-started-microsoft-teams,290
CISA Certified Information Systems Auditor,Pearson,,23 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/pearson-cisa-certified-information-systems-auditor,290
Basic English Skills: Travel,"University of California, Davis","Skills you'll gain: Oral Comprehension, English Language, Vocabulary, Grammar, Literacy, Verbal Communication Skills, Active Listening, Language Learning",36 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/basic-english-skills-travel,291
User experience design,University of Cambridge,,,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/user-experience-design-cam,291
Leadership in 21st Century Organizations,Copenhagen Business School,,1.3K reviews,Mixed · Course · 3 - 6 Months,https://www.coursera.org/learn/leadership-21st-century,291
Database Structures and Management with MySQL,Meta,,560 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/database-structures-and-management-with-mysql,291
Sustainability Analyst Fundamentals,Arizona State University,,97 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/sustainability-analyst,291
Medical Spanish for Healthcare Professionals,Universidades Anáhuac,,,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/medicalspanish,291
Prompt Engineering Generative AI for Marketing & Advertising,Coursera,,107 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/prompt-engineering-generative-ai-for-marketing-advertising,291
Inteligencia Artificial centrada en el ser humano,Tecnológico de Monterrey,,122 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/inteligencia-artificial-centrada-en-el-ser-humano,291
Jetson Nano Starter to Pro - A Computer Vision Course,Packt,,,Intermediate · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-jetson-nano-starter-to-pro-a-computer-vision-course-y7plq,291
"Financial Analysis: Portfolios, Risks, Strategic Decisions",Coursera,,150 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/financial-analysis-portfolios-risks-strategic-decisions,291
Foundations of Neural Networks,Johns Hopkins University,,20 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/foundations-of-neural-networks,291
Estrategia Empresarial,Universidad Austral,,508 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/estrategia-empresarial,291
The Structured Query Language (SQL),University of Colorado Boulder,,1.1K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/the-structured-query-language-sql,292
Unleashing the Power of Networks and the Cloud,Illinois Tech,,37 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/unleashing-the-power-of-networks-and-the-cloud,292
لغة الجسد | Body Language,Alfaisal University | KLD,"Skills you'll gain: Non-Verbal Communication, Verbal Communication Skills, Communication, Interpersonal Communications, Recognizing Others",193 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/body-language,292
Network Operations,Google,,7 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-network-operations,292
AI Fundamentals and the Cloud,Amazon Web Services,,82 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-fundamentals-and-the-cloud,292
"DevOps, DataOps, MLOps",Duke University,,217 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/devops-dataops-mlops-duke,292
Finanzas de Start Up y Valuación de Proyectos,Universidad de Palermo,,19 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/finanzas-de-start-up-valuacion-de-proyectos,292
Spacecraft Formation Relative Orbits,University of Colorado Boulder,,11 reviews,Advanced · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/spacecraft-formation-relative-orbits,292
Building Generative AI-Powered Applications with Python,IBM,,268 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/building-gen-ai-powered-applications,292
Statistics Foundations,Meta,,390 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/statistics-for-marketing,292
Russian History: from Lenin to Putin,"University of California, Santa Cruz",,815 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/russian-history-lenin-putin,292
Supply Chain Analytics Essentials,Rutgers the State University of New Jersey,,1.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/supply-chain-analytics-essentials,292
Design Thinking for Innovation,University of Virginia,,9.2K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/uva-darden-designbiz,293
Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,,1.4K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-cloud-java-spring,293
Aléatoire : une introduction aux probabilités - Partie 1,École Polytechnique,,105 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/probabilites-1,293
Global Financial Markets and Instruments,Rice University,,2.2K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/global-financial-markets-instruments,293
Quick Start Guide to Large Language Models (LLMs),Pearson,,,Intermediate · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/pearson-quick-start-guide-to-large-language-models-llms,293
Sustainable Tourism – promoting environmental public health,University of Copenhagen,,1.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sustainable-tourism,293
Metodología Agile: la evolución de la mejora continua,Universidades Anáhuac,,40 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/metodologia-agile-la-evolucin-de-la-mejora-continua,293
IA: Ética en la Inteligencia Artificial Educativa,Universidad Nacional Autónoma de México,,47 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/ia-etica,293
Spreadsheets for Beginners using Google Sheets,Coursera,,2.2K reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/spreadsheets-beginner-google-sheets,293
Ley de protección de datos. Conoce tus derechos,Universitat Autònoma de Barcelona,,149 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/proteccion-datos,293
Capstone Project: Advanced AI for Drug Discovery,LearnQuest,,26 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-drug-discovery,293
Marketing in a Digital World,University of Illinois Urbana-Champaign,,17K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/marketing-digital,293
Data Structures and Algorithms,Amazon,,57 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/developer-data-structures-and-algorithms,294
Operations Research (1): Models and Applications,National Taiwan University,,578 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/operations-research-modeling,294
Health Information Technology Fundamentals,Johns Hopkins University,,439 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/health-it-fundamentals,294
Inferential Statistics,Duke University,,2.8K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/inferential-statistics-intro,294
Whole genome sequencing of bacterial genomes - tools and applications,Technical University of Denmark (DTU),,1.6K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/wgs-bacteria,294
"History of Rock, Part One",University of Rochester,,1.2K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/history-of-rock,294
Basics of Extracellular Vesicles,"University of California, Irvine",,355 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/extracellular-vesicles,294
BIM Fundamentals for Engineers,L&T EduTech,,114 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/bim-fundamentals-for-engineers,294
Mulesoft Integration on Salesforce Platform,Coursera,,,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/mulesoft-integration-on-salesforce-platform,294
PM4R Agile: mentalidad ágil en proyectos de desarrollo,Banco Interamericano de Desarrollo,,28 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/pm4r-agile-mentalidad-gil-en-proyectos-de-desarrollo,294
AI For Data Analysts,AI CERTs,,,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/ai-for-data-analysts,294
GenAI for Everyone,Fractal Analytics,,460 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/genai-for-everyone,294
English Pre Advanced B2.2,Università di Napoli Federico II,,14 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/english-pre-advanced-b2-2,295
Term-Structure and Credit Derivatives,Columbia University,,63 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/financial-engineering-termstructure,295
Generative AI in Finance,Board Infinity,,9 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-in-finance,295
Environmental Studies,"Birla Institute of Technology & Science, Pilani",,,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/environmental-studies-odc,295
Verbal Communications and Presentation Skills,Starweaver,,85 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/verbal-communications-and-presentation-skills,295
Immunology: Innate Immune System,Imperial College London,,156 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/immunology-innate-immune-system,295
Introduction to Environmental Science,O.P. Jindal Global University,,12 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/intro-to-environmental-science,295
Security Concepts and Practices,ISC2,,110 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/security-concepts-and-practices,295
Health Coaching Conversations,Imperial College London,,118 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/healthcoachingconversations,295
Introduction to Information Systems for Business,Howard University,,78 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/introduction-to-information-systems-for-business,295
